_initial_assets,vars,id,creation_time,failed,failed_reason,time_of_death,type,origin_id,network_id,contents,complete,node_id,participant_id,module_state_id,trial_maker_id,definition,finalized,is_repeat_trial,score,performance_reward,parent_trial_id,answer,propagate_failure,response_id,repeat_trial_index,n_repeat_trials,time_taken,time_credit_before_trial,time_credit_after_trial,time_credit_from_trial,progress_before_trial,progress_after_trial,async_post_trial_required,async_post_trial_requested,async_post_trial_complete,async_post_trial_failed,block_position,block,class,object_type,initial_vector,initial_index,active_index,reverse_scale,updated_vector,profile_metadata,async_post_trial_completed,vector
,"{""profile_metadata"": {""bot_profile"": ""normal_rgb"", ""participant_id"": 4, ""participant_group"": ""A"", ""target"": ""banana"", ""active_channel"": ""green"", ""active_index"": 1, ""starting_values"": [205, 127, 146], ""submitted_channel_response"": 126, ""response_distance_from_start"": 1}, ""async_post_trial_completed"": true}",28,2026-06-15 09:30:23,False,,,CustomTrial,7,7,,True,7,4,7,gibbs_demo,"{""vector"": [205, 127, 146], ""initial_index"": 1, ""active_index"": 1, ""reverse_scale"": false}",True,True,,0.0,,126,False,47,2.0,3.0,5.0,35.0,40.0,5.0,0.5833333333333333,0.6666666666666666,True,True,True,False,0,default,CustomTrial,Info,"[205, 127, 146]",1,1,False,"[205, 126, 146]","{""bot_profile"": ""normal_rgb"", ""participant_id"": 4, ""participant_group"": ""A"", ""target"": ""banana"", ""active_channel"": ""green"", ""active_index"": 1, ""starting_values"": [205, 127, 146], ""submitted_channel_response"": 126, ""response_distance_from_start"": 1}",True,"[205, 127, 146]"
{},"{""profile_metadata"": {""bot_profile"": ""random"", ""participant_id"": 5, ""participant_group"": ""B"", ""target"": ""tree"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [148, 76, 188], ""submitted_channel_response"": 182, ""response_distance_from_start"": 34}, ""async_post_trial_completed"": true}",29,2026-06-15 09:30:24,False,,,CustomTrial,9,2,,True,9,5,9,gibbs_demo,"{""vector"": [148, 76, 188], ""initial_index"": 2, ""active_index"": 0, ""reverse_scale"": true}",True,False,,0.0,34.0,182,False,54,,,5.0,5.0,10.0,5.0,0.08333333333333333,0.16666666666666666,True,True,True,False,0,default,CustomTrial,Info,"[148, 76, 188]",2,0,True,"[182, 76, 188]","{""bot_profile"": ""random"", ""participant_id"": 5, ""participant_group"": ""B"", ""target"": ""tree"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [148, 76, 188], ""submitted_channel_response"": 182, ""response_distance_from_start"": 34}",True,"[148, 76, 188]"
{},"{""profile_metadata"": {""bot_profile"": ""random"", ""participant_id"": 5, ""participant_group"": ""B"", ""target"": ""banana"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [25, 75.5, 102], ""submitted_channel_response"": 159, ""response_distance_from_start"": 57}, ""async_post_trial_completed"": true}",30,2026-06-15 09:30:24,False,,,CustomTrial,10,8,,True,10,5,9,gibbs_demo,"{""vector"": [25, 75.5, 102], ""initial_index"": 1, ""active_index"": 2, ""reverse_scale"": false}",True,False,,0.0,33.0,159,False,55,,,5.0,10.0,15.0,5.0,0.16666666666666666,0.25,True,True,True,False,0,default,CustomTrial,Info,"[25, 75.5, 102]",1,2,False,"[25, 75.5, 159]","{""bot_profile"": ""random"", ""participant_id"": 5, ""participant_group"": ""B"", ""target"": ""banana"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [25, 75.5, 102], ""submitted_channel_response"": 159, ""response_distance_from_start"": 57}",True,"[25, 75.5, 102]"
{},"{""profile_metadata"": {""bot_profile"": ""random"", ""participant_id"": 5, ""participant_group"": ""B"", ""target"": ""rock"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [67, 122, 122.5], ""submitted_channel_response"": 85, ""response_distance_from_start"": 18}, ""async_post_trial_completed"": true}",31,2026-06-15 09:30:24,False,,,CustomTrial,12,4,,True,12,5,9,gibbs_demo,"{""vector"": [67, 122, 122.5], ""initial_index"": 2, ""active_index"": 0, ""reverse_scale"": false}",True,False,,0.0,,85,False,56,,,5.0,15.0,20.0,5.0,0.25,0.3333333333333333,True,True,True,False,0,default,CustomTrial,Info,"[67, 122, 122.5]",2,0,False,"[85, 122, 122.5]","{""bot_profile"": ""random"", ""participant_id"": 5, ""participant_group"": ""B"", ""target"": ""rock"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [67, 122, 122.5], ""submitted_channel_response"": 85, ""response_distance_from_start"": 18}",True,"[67, 122, 122.5]"
{},"{""profile_metadata"": {""bot_profile"": ""random"", ""participant_id"": 5, ""participant_group"": ""B"", ""target"": ""carrot"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [254, 143, 208], ""submitted_channel_response"": 100, ""response_distance_from_start"": 154}, ""async_post_trial_completed"": true}",32,2026-06-15 09:30:25,False,,,CustomTrial,11,6,,True,11,5,9,gibbs_demo,"{""vector"": [254, 143, 208], ""initial_index"": 2, ""active_index"": 0, ""reverse_scale"": true}",True,False,,0.0,35.0,100,False,57,,,5.0,20.0,25.0,5.0,0.3333333333333333,0.41666666666666663,True,True,True,False,0,default,CustomTrial,Info,"[254, 143, 208]",2,0,True,"[100, 143, 208]","{""bot_profile"": ""random"", ""participant_id"": 5, ""participant_group"": ""B"", ""target"": ""carrot"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [254, 143, 208], ""submitted_channel_response"": 100, ""response_distance_from_start"": 154}",True,"[254, 143, 208]"
,"{""profile_metadata"": {""bot_profile"": ""random"", ""participant_id"": 5, ""participant_group"": ""B"", ""target"": ""banana"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [25, 75.5, 102], ""submitted_channel_response"": 148, ""response_distance_from_start"": 46}, ""async_post_trial_completed"": true}",33,2026-06-15 09:30:25,False,,,CustomTrial,10,8,,True,10,5,9,gibbs_demo,"{""vector"": [25, 75.5, 102], ""initial_index"": 1, ""active_index"": 2, ""reverse_scale"": false}",True,True,,0.0,,148,False,58,0.0,3.0,5.0,25.0,30.0,5.0,0.41666666666666663,0.49999999999999994,True,True,True,False,0,default,CustomTrial,Info,"[25, 75.5, 102]",1,2,False,"[25, 75.5, 148]","{""bot_profile"": ""random"", ""participant_id"": 5, ""participant_group"": ""B"", ""target"": ""banana"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [25, 75.5, 102], ""submitted_channel_response"": 148, ""response_distance_from_start"": 46}",True,"[25, 75.5, 102]"
,"{""profile_metadata"": {""bot_profile"": ""random"", ""participant_id"": 5, ""participant_group"": ""B"", ""target"": ""tree"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [148, 76, 188], ""submitted_channel_response"": 3, ""response_distance_from_start"": 145}, ""async_post_trial_completed"": true}",34,2026-06-15 09:30:25,False,,,CustomTrial,9,2,,True,9,5,9,gibbs_demo,"{""vector"": [148, 76, 188], ""initial_index"": 2, ""active_index"": 0, ""reverse_scale"": true}",True,True,,0.0,,3,False,59,1.0,3.0,5.0,30.0,35.0,5.0,0.49999999999999994,0.5833333333333333,True,True,True,False,0,default,CustomTrial,Info,"[148, 76, 188]",2,0,True,"[3, 76, 188]","{""bot_profile"": ""random"", ""participant_id"": 5, ""participant_group"": ""B"", ""target"": ""tree"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [148, 76, 188], ""submitted_channel_response"": 3, ""response_distance_from_start"": 145}",True,"[148, 76, 188]"
,"{""profile_metadata"": {""bot_profile"": ""random"", ""participant_id"": 5, ""participant_group"": ""B"", ""target"": ""carrot"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [254, 143, 208], ""submitted_channel_response"": 128, ""response_distance_from_start"": 126}, ""async_post_trial_completed"": true}",35,2026-06-15 09:30:25,False,,,CustomTrial,11,6,,True,11,5,9,gibbs_demo,"{""vector"": [254, 143, 208], ""initial_index"": 2, ""active_index"": 0, ""reverse_scale"": true}",True,True,,0.0,,128,False,60,2.0,3.0,5.0,35.0,40.0,5.0,0.5833333333333333,0.6666666666666666,True,True,True,False,0,default,CustomTrial,Info,"[254, 143, 208]",2,0,True,"[128, 143, 208]","{""bot_profile"": ""random"", ""participant_id"": 5, ""participant_group"": ""B"", ""target"": ""carrot"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [254, 143, 208], ""submitted_channel_response"": 128, ""response_distance_from_start"": 126}",True,"[254, 143, 208]"
{},"{""profile_metadata"": {""bot_profile"": ""random"", ""participant_id"": 6, ""participant_group"": ""A"", ""target"": ""rock"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [125, 207, 81], ""submitted_channel_response"": 125, ""response_distance_from_start"": 44}, ""async_post_trial_completed"": true}",36,2026-06-15 09:30:26,False,,,CustomTrial,15,3,,True,15,6,11,gibbs_demo,"{""vector"": [125, 207, 81], ""initial_index"": 1, ""active_index"": 2, ""reverse_scale"": true}",True,False,,0.0,41.0,125,False,67,,,5.0,5.0,10.0,5.0,0.08333333333333333,0.16666666666666666,True,True,True,False,0,default,CustomTrial,Info,"[125, 207, 81]",1,2,True,"[125, 207, 125]","{""bot_profile"": ""random"", ""participant_id"": 6, ""participant_group"": ""A"", ""target"": ""rock"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [125, 207, 81], ""submitted_channel_response"": 125, ""response_distance_from_start"": 44}",True,"[125, 207, 81]"
{},"{""profile_metadata"": {""bot_profile"": ""random"", ""participant_id"": 6, ""participant_group"": ""A"", ""target"": ""carrot"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [135, 196.5, 2], ""submitted_channel_response"": 168, ""response_distance_from_start"": 166}, ""async_post_trial_completed"": true}",37,2026-06-15 09:30:26,False,,,CustomTrial,13,5,,True,13,6,11,gibbs_demo,"{""vector"": [135, 196.5, 2], ""initial_index"": 1, ""active_index"": 2, ""reverse_scale"": false}",True,False,,0.0,42.0,168,False,68,,,5.0,10.0,15.0,5.0,0.16666666666666666,0.25,True,True,True,False,0,default,CustomTrial,Info,"[135, 196.5, 2]",1,2,False,"[135, 196.5, 168]","{""bot_profile"": ""random"", ""participant_id"": 6, ""participant_group"": ""A"", ""target"": ""carrot"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [135, 196.5, 2], ""submitted_channel_response"": 168, ""response_distance_from_start"": 166}",True,"[135, 196.5, 2]"
{},"{""profile_metadata"": {""bot_profile"": ""random"", ""participant_id"": 6, ""participant_group"": ""A"", ""target"": ""banana"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [205, 74.5, 124], ""submitted_channel_response"": 130, ""response_distance_from_start"": 6}, ""async_post_trial_completed"": true}",38,2026-06-15 09:30:26,False,,,CustomTrial,16,7,,True,16,6,11,gibbs_demo,"{""vector"": [205, 74.5, 124], ""initial_index"": 1, ""active_index"": 2, ""reverse_scale"": false}",True,False,,0.0,,130,False,69,,,5.0,15.0,20.0,5.0,0.25,0.3333333333333333,True,True,True,False,0,default,CustomTrial,Info,"[205, 74.5, 124]",1,2,False,"[205, 74.5, 130]","{""bot_profile"": ""random"", ""participant_id"": 6, ""participant_group"": ""A"", ""target"": ""banana"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [205, 74.5, 124], ""submitted_channel_response"": 130, ""response_distance_from_start"": 6}",True,"[205, 74.5, 124]"
{},"{""profile_metadata"": {""bot_profile"": ""random"", ""participant_id"": 6, ""participant_group"": ""A"", ""target"": ""tree"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [148, 124, 46], ""submitted_channel_response"": 124, ""response_distance_from_start"": 78}, ""async_post_trial_completed"": true}",39,2026-06-15 09:30:27,False,,,CustomTrial,14,1,,True,14,6,11,gibbs_demo,"{""vector"": [148, 124, 46], ""initial_index"": 1, ""active_index"": 2, ""reverse_scale"": false}",True,False,,0.0,40.0,124,False,70,,,5.0,20.0,25.0,5.0,0.3333333333333333,0.41666666666666663,True,True,True,False,0,default,CustomTrial,Info,"[148, 124, 46]",1,2,False,"[148, 124, 124]","{""bot_profile"": ""random"", ""participant_id"": 6, ""participant_group"": ""A"", ""target"": ""tree"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [148, 124, 46], ""submitted_channel_response"": 124, ""response_distance_from_start"": 78}",True,"[148, 124, 46]"
,"{""profile_metadata"": {""bot_profile"": ""random"", ""participant_id"": 6, ""participant_group"": ""A"", ""target"": ""tree"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [148, 124, 46], ""submitted_channel_response"": 20, ""response_distance_from_start"": 26}, ""async_post_trial_completed"": true}",40,2026-06-15 09:30:27,False,,,CustomTrial,14,1,,True,14,6,11,gibbs_demo,"{""vector"": [148, 124, 46], ""initial_index"": 1, ""active_index"": 2, ""reverse_scale"": false}",True,True,,0.0,,20,False,71,0.0,3.0,5.0,25.0,30.0,5.0,0.41666666666666663,0.49999999999999994,True,True,True,False,0,default,CustomTrial,Info,"[148, 124, 46]",1,2,False,"[148, 124, 20]","{""bot_profile"": ""random"", ""participant_id"": 6, ""participant_group"": ""A"", ""target"": ""tree"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [148, 124, 46], ""submitted_channel_response"": 20, ""response_distance_from_start"": 26}",True,"[148, 124, 46]"
,"{""profile_metadata"": {""bot_profile"": ""random"", ""participant_id"": 6, ""participant_group"": ""A"", ""target"": ""rock"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [125, 207, 81], ""submitted_channel_response"": 199, ""response_distance_from_start"": 118}, ""async_post_trial_completed"": true}",41,2026-06-15 09:30:27,False,,,CustomTrial,15,3,,True,15,6,11,gibbs_demo,"{""vector"": [125, 207, 81], ""initial_index"": 1, ""active_index"": 2, ""reverse_scale"": true}",True,True,,0.0,,199,False,72,1.0,3.0,5.0,30.0,35.0,5.0,0.49999999999999994,0.5833333333333333,True,True,True,False,0,default,CustomTrial,Info,"[125, 207, 81]",1,2,True,"[125, 207, 199]","{""bot_profile"": ""random"", ""participant_id"": 6, ""participant_group"": ""A"", ""target"": ""rock"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [125, 207, 81], ""submitted_channel_response"": 199, ""response_distance_from_start"": 118}",True,"[125, 207, 81]"
,"{""profile_metadata"": {""bot_profile"": ""random"", ""participant_id"": 6, ""participant_group"": ""A"", ""target"": ""carrot"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [135, 196.5, 2], ""submitted_channel_response"": 183, ""response_distance_from_start"": 181}, ""async_post_trial_completed"": true}",42,2026-06-15 09:30:27,False,,,CustomTrial,13,5,,True,13,6,11,gibbs_demo,"{""vector"": [135, 196.5, 2], ""initial_index"": 1, ""active_index"": 2, ""reverse_scale"": false}",True,True,,0.0,,183,False,73,2.0,3.0,5.0,35.0,40.0,5.0,0.5833333333333333,0.6666666666666666,True,True,True,False,0,default,CustomTrial,Info,"[135, 196.5, 2]",1,2,False,"[135, 196.5, 183]","{""bot_profile"": ""random"", ""participant_id"": 6, ""participant_group"": ""A"", ""target"": ""carrot"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [135, 196.5, 2], ""submitted_channel_response"": 183, ""response_distance_from_start"": 181}",True,"[135, 196.5, 2]"
{},"{""profile_metadata"": {""bot_profile"": ""random"", ""participant_id"": 7, ""participant_group"": ""B"", ""target"": ""banana"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [25, 75.5, 166], ""submitted_channel_response"": 26, ""response_distance_from_start"": 140}, ""async_post_trial_completed"": true}",43,2026-06-15 09:30:28,False,,,CustomTrial,10,8,,True,10,7,13,gibbs_demo,"{""vector"": [25, 75.5, 166], ""initial_index"": 1, ""active_index"": 2, ""reverse_scale"": true}",True,False,,0.0,47.0,26,False,80,,,5.0,5.0,10.0,5.0,0.08333333333333333,0.16666666666666666,True,True,True,False,0,default,CustomTrial,Info,"[25, 75.5, 166]",1,2,True,"[25, 75.5, 26]","{""bot_profile"": ""random"", ""participant_id"": 7, ""participant_group"": ""B"", ""target"": ""banana"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [25, 75.5, 166], ""submitted_channel_response"": 26, ""response_distance_from_start"": 140}",True,"[25, 75.5, 166]"
{},"{""profile_metadata"": {""bot_profile"": ""random"", ""participant_id"": 7, ""participant_group"": ""B"", ""target"": ""carrot"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [213, 143, 208], ""submitted_channel_response"": 152, ""response_distance_from_start"": 61}, ""async_post_trial_completed"": true}",44,2026-06-15 09:30:28,False,,,CustomTrial,11,6,,True,11,7,13,gibbs_demo,"{""vector"": [213, 143, 208], ""initial_index"": 2, ""active_index"": 0, ""reverse_scale"": false}",True,False,,0.0,49.0,152,False,81,,,5.0,10.0,15.0,5.0,0.16666666666666666,0.25,True,True,True,False,0,default,CustomTrial,Info,"[213, 143, 208]",2,0,False,"[152, 143, 208]","{""bot_profile"": ""random"", ""participant_id"": 7, ""participant_group"": ""B"", ""target"": ""carrot"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [213, 143, 208], ""submitted_channel_response"": 152, ""response_distance_from_start"": 61}",True,"[213, 143, 208]"
{},"{""profile_metadata"": {""bot_profile"": ""random"", ""participant_id"": 7, ""participant_group"": ""B"", ""target"": ""tree"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [73, 76, 188], ""submitted_channel_response"": 29, ""response_distance_from_start"": 44}, ""async_post_trial_completed"": true}",45,2026-06-15 09:30:28,False,,,CustomTrial,9,2,,True,9,7,13,gibbs_demo,"{""vector"": [73, 76, 188], ""initial_index"": 2, ""active_index"": 0, ""reverse_scale"": true}",True,False,,0.0,48.0,29,False,82,,,5.0,15.0,20.0,5.0,0.25,0.3333333333333333,True,True,True,False,0,default,CustomTrial,Info,"[73, 76, 188]",2,0,True,"[29, 76, 188]","{""bot_profile"": ""random"", ""participant_id"": 7, ""participant_group"": ""B"", ""target"": ""tree"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [73, 76, 188], ""submitted_channel_response"": 29, ""response_distance_from_start"": 44}",True,"[73, 76, 188]"
{},"{""profile_metadata"": {""bot_profile"": ""random"", ""participant_id"": 7, ""participant_group"": ""B"", ""target"": ""rock"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [168, 122, 122.5], ""submitted_channel_response"": 159, ""response_distance_from_start"": 9}, ""async_post_trial_completed"": true}",46,2026-06-15 09:30:29,False,,,CustomTrial,12,4,,True,12,7,13,gibbs_demo,"{""vector"": [168, 122, 122.5], ""initial_index"": 2, ""active_index"": 0, ""reverse_scale"": false}",True,False,,0.0,,159,False,83,,,5.0,20.0,25.0,5.0,0.3333333333333333,0.41666666666666663,True,True,True,False,0,default,CustomTrial,Info,"[168, 122, 122.5]",2,0,False,"[159, 122, 122.5]","{""bot_profile"": ""random"", ""participant_id"": 7, ""participant_group"": ""B"", ""target"": ""rock"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [168, 122, 122.5], ""submitted_channel_response"": 159, ""response_distance_from_start"": 9}",True,"[168, 122, 122.5]"
,"{""profile_metadata"": {""bot_profile"": ""random"", ""participant_id"": 7, ""participant_group"": ""B"", ""target"": ""banana"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [25, 75.5, 166], ""submitted_channel_response"": 0, ""response_distance_from_start"": 166}, ""async_post_trial_completed"": true}",47,2026-06-15 09:30:29,False,,,CustomTrial,10,8,,True,10,7,13,gibbs_demo,"{""vector"": [25, 75.5, 166], ""initial_index"": 1, ""active_index"": 2, ""reverse_scale"": true}",True,True,,0.0,,0,False,84,0.0,3.0,5.0,25.0,30.0,5.0,0.41666666666666663,0.49999999999999994,True,True,True,False,0,default,CustomTrial,Info,"[25, 75.5, 166]",1,2,True,"[25, 75.5, 0]","{""bot_profile"": ""random"", ""participant_id"": 7, ""participant_group"": ""B"", ""target"": ""banana"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [25, 75.5, 166], ""submitted_channel_response"": 0, ""response_distance_from_start"": 166}",True,"[25, 75.5, 166]"
,"{""profile_metadata"": {""bot_profile"": ""random"", ""participant_id"": 7, ""participant_group"": ""B"", ""target"": ""tree"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [73, 76, 188], ""submitted_channel_response"": 233, ""response_distance_from_start"": 160}, ""async_post_trial_completed"": true}",48,2026-06-15 09:30:29,False,,,CustomTrial,9,2,,True,9,7,13,gibbs_demo,"{""vector"": [73, 76, 188], ""initial_index"": 2, ""active_index"": 0, ""reverse_scale"": true}",True,True,,0.0,,233,False,85,1.0,3.0,5.0,30.0,35.0,5.0,0.49999999999999994,0.5833333333333333,True,True,True,False,0,default,CustomTrial,Info,"[73, 76, 188]",2,0,True,"[233, 76, 188]","{""bot_profile"": ""random"", ""participant_id"": 7, ""participant_group"": ""B"", ""target"": ""tree"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [73, 76, 188], ""submitted_channel_response"": 233, ""response_distance_from_start"": 160}",True,"[73, 76, 188]"
,"{""profile_metadata"": {""bot_profile"": ""random"", ""participant_id"": 7, ""participant_group"": ""B"", ""target"": ""carrot"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [213, 143, 208], ""submitted_channel_response"": 65, ""response_distance_from_start"": 148}, ""async_post_trial_completed"": true}",49,2026-06-15 09:30:29,False,,,CustomTrial,11,6,,True,11,7,13,gibbs_demo,"{""vector"": [213, 143, 208], ""initial_index"": 2, ""active_index"": 0, ""reverse_scale"": false}",True,True,,0.0,,65,False,86,2.0,3.0,5.0,35.0,40.0,5.0,0.5833333333333333,0.6666666666666666,True,True,True,False,0,default,CustomTrial,Info,"[213, 143, 208]",2,0,False,"[65, 143, 208]","{""bot_profile"": ""random"", ""participant_id"": 7, ""participant_group"": ""B"", ""target"": ""carrot"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [213, 143, 208], ""submitted_channel_response"": 65, ""response_distance_from_start"": 148}",True,"[213, 143, 208]"
{},"{""profile_metadata"": {""bot_profile"": ""random"", ""participant_id"": 8, ""participant_group"": ""A"", ""target"": ""carrot"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [135, 196.5, 33], ""submitted_channel_response"": 194, ""response_distance_from_start"": 161}, ""async_post_trial_completed"": true}",50,2026-06-15 09:30:30,False,,,CustomTrial,13,5,,True,13,8,15,gibbs_demo,"{""vector"": [135, 196.5, 33], ""initial_index"": 1, ""active_index"": 2, ""reverse_scale"": true}",True,False,,0.0,54.0,194,False,93,,,5.0,5.0,10.0,5.0,0.08333333333333333,0.16666666666666666,True,True,True,False,0,default,CustomTrial,Info,"[135, 196.5, 33]",1,2,True,"[135, 196.5, 194]","{""bot_profile"": ""random"", ""participant_id"": 8, ""participant_group"": ""A"", ""target"": ""carrot"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [135, 196.5, 33], ""submitted_channel_response"": 194, ""response_distance_from_start"": 161}",True,"[135, 196.5, 33]"
{},"{""profile_metadata"": {""bot_profile"": ""random"", ""participant_id"": 8, ""participant_group"": ""A"", ""target"": ""rock"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [125, 207, 29], ""submitted_channel_response"": 89, ""response_distance_from_start"": 60}, ""async_post_trial_completed"": true}",51,2026-06-15 09:30:30,False,,,CustomTrial,15,3,,True,15,8,15,gibbs_demo,"{""vector"": [125, 207, 29], ""initial_index"": 1, ""active_index"": 2, ""reverse_scale"": true}",True,False,,0.0,56.0,89,False,94,,,5.0,10.0,15.0,5.0,0.16666666666666666,0.25,True,True,True,False,0,default,CustomTrial,Info,"[125, 207, 29]",1,2,True,"[125, 207, 89]","{""bot_profile"": ""random"", ""participant_id"": 8, ""participant_group"": ""A"", ""target"": ""rock"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [125, 207, 29], ""submitted_channel_response"": 89, ""response_distance_from_start"": 60}",True,"[125, 207, 29]"
{},"{""profile_metadata"": {""bot_profile"": ""random"", ""participant_id"": 8, ""participant_group"": ""A"", ""target"": ""tree"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [148, 124, 86], ""submitted_channel_response"": 46, ""response_distance_from_start"": 40}, ""async_post_trial_completed"": true}",52,2026-06-15 09:30:30,False,,,CustomTrial,14,1,,True,14,8,15,gibbs_demo,"{""vector"": [148, 124, 86], ""initial_index"": 1, ""active_index"": 2, ""reverse_scale"": true}",True,False,,0.0,55.0,46,False,95,,,5.0,15.0,20.0,5.0,0.25,0.3333333333333333,True,True,True,False,0,default,CustomTrial,Info,"[148, 124, 86]",1,2,True,"[148, 124, 46]","{""bot_profile"": ""random"", ""participant_id"": 8, ""participant_group"": ""A"", ""target"": ""tree"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [148, 124, 86], ""submitted_channel_response"": 46, ""response_distance_from_start"": 40}",True,"[148, 124, 86]"
{},"{""profile_metadata"": {""bot_profile"": ""random"", ""participant_id"": 8, ""participant_group"": ""A"", ""target"": ""banana"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [205, 74.5, 130], ""submitted_channel_response"": 26, ""response_distance_from_start"": 104}, ""async_post_trial_completed"": true}",53,2026-06-15 09:30:31,False,,,CustomTrial,16,7,,True,16,8,15,gibbs_demo,"{""vector"": [205, 74.5, 130], ""initial_index"": 1, ""active_index"": 2, ""reverse_scale"": false}",True,False,,0.0,,26,False,96,,,5.0,20.0,25.0,5.0,0.3333333333333333,0.41666666666666663,True,True,True,False,0,default,CustomTrial,Info,"[205, 74.5, 130]",1,2,False,"[205, 74.5, 26]","{""bot_profile"": ""random"", ""participant_id"": 8, ""participant_group"": ""A"", ""target"": ""banana"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [205, 74.5, 130], ""submitted_channel_response"": 26, ""response_distance_from_start"": 104}",True,"[205, 74.5, 130]"
,"{""profile_metadata"": {""bot_profile"": ""random"", ""participant_id"": 8, ""participant_group"": ""A"", ""target"": ""carrot"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [135, 196.5, 33], ""submitted_channel_response"": 7, ""response_distance_from_start"": 26}, ""async_post_trial_completed"": true}",54,2026-06-15 09:30:31,False,,,CustomTrial,13,5,,True,13,8,15,gibbs_demo,"{""vector"": [135, 196.5, 33], ""initial_index"": 1, ""active_index"": 2, ""reverse_scale"": true}",True,True,,0.0,,7,False,97,0.0,3.0,5.0,25.0,30.0,5.0,0.41666666666666663,0.49999999999999994,True,True,True,False,0,default,CustomTrial,Info,"[135, 196.5, 33]",1,2,True,"[135, 196.5, 7]","{""bot_profile"": ""random"", ""participant_id"": 8, ""participant_group"": ""A"", ""target"": ""carrot"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [135, 196.5, 33], ""submitted_channel_response"": 7, ""response_distance_from_start"": 26}",True,"[135, 196.5, 33]"
